Molecularity
1	109
2	118
3	118
4	100
5	109
6	118
7	118
8	118
9	100
10	118
11	118
12	109
13	118
14	109
15	118
16	100
17	109
18	118
19	109
20	100
21	109
22	100
23	100
24	118
25	109
26	118
27	109
28	118
29	109
30	109
31	72
32	109
33	118
34	118
35	118
36	109
37	81
38	118
39	118
40	109
41	109
42	109
43	118
44	109
45	100
46	118
47	109
48	100
49	136
50	118
51	100
52	118
53	118
54	109
55	118
56	109
57	118
58	127
59	118
60	18
61	127
62	18
63	109
64	118
65	118
66	109
67	109
68	127
69	109
70	118
71	109
72	127
73	109
74	118
75	118
76	109
77	118
78	109
79	118
80	109
81	127
82	118
83	109
84	109
85	118
86	127
87	18
88	109
89	118
90	118
91	109
92	9
93	109
94	109
95	127
96	118
97	118
98	109
99	118
100	118
101	118
102	118
103	109
104	118
105	118
106	127
107	72
108	72
109	9
110	109
111	118
112	36
113	118
114	118
115	109
116	118
117	118
118	118
119	118
120	118
121	118
122	118
123	109
124	118
125	118
126	118
127	109
128	109
129	118
130	63
131	100
132	109
133	63
134	109
135	109
136	118
137	127
138	118
139	72
140	109
141	109
142	118
143	72
144	109
145	127
146	109
147	118
148	118
149	18
150	118
151	109
152	109
153	118
154	27
155	109
156	118
157	109
158	118
159	118
160	118
161	109
162	109
163	109
164	118
165	109
166	118
167	109
168	118
169	118
170	109
171	118
172	118
173	118
174	118
175	118
176	109
177	109
178	109
179	118
180	118
181	118
182	118
183	109
184	118
185	109
186	109
187	118
188	118
189	181
190	127
191	72
192	109
193	118
194	72
195	118
196	109
197	109
198	118
199	118
200	118
201	109
202	118
203	118
204	118
205	118
206	109
207	118
208	118
209	109
210	109
211	109
212	109
213	118
214	118
215	118
216	127
217	109
218	163
219	127
220	118
221	109
222	109
223	109
224	118
225	127
226	127
227	109
228	118
229	109
230	118
231	109
232	109
233	118
234	109
235	118
236	109
237	109
238	109
239	118
240	109
241	109
242	27
243	118
244	118
245	27
246	109
247	109
248	109
249	118
250	109
251	109
252	109
253	136
254	127
255	109
256	118
257	109
258	109
259	118
260	118
261	109
262	109
263	109
264	109
265	118
266	100
267	109
268	109
269	100
270	118
271	109
272	127
273	127
274	118
275	118
276	109
277	136
278	136
279	118
280	109
281	109
282	109
283	118
284	109
285	109
286	109
287	109
288	118
289	118
290	109
291	109
292	118
293	109
294	109
295	118
296	109
297	127
298	109
299	81
300	100
301	81
302	118
303	109
304	118
305	109
306	109
307	109
308	100
309	118
310	100
311	109
312	118
313	118
314	109
315	118
316	109
317	127
318	118
319	109
320	118
321	118
322	109
323	118
324	118
325	118
326	100
327	90
328	109
329	118
330	109
331	36
332	36
333	109
334	127
335	118
336	118
337	109
338	109
339	100
340	118
341	109
342	109
343	109
344	109
345	109
346	118
347	118
348	109
349	109
350	109
351	109
352	109
353	118
354	109
355	118
356	109
357	109
358	109
359	109
360	109
361	118
362	109
363	109
364	118
365	118
366	109
367	90
368	118
369	118
370	118
371	118
372	118
373	127
374	118
375	118
376	127
377	109
378	118
379	109
380	109
381	109
382	118
383	118
384	118
385	127
386	118
387	109
388	118
389	118
390	109
391	109
392	109
393	109
394	109
395	109
396	118
397	118
398	109
399	109
400	118
401	118
402	118
403	118
404	118
405	109
406	118
407	118
408	109
409	90
410	118
411	109
412	100
413	109
414	100
415	118
416	109
417	109
418	127
419	118
420	109
421	109
422	109
423	118
424	109
425	109
426	109
427	118
428	118
429	109
430	109
431	109
432	109
433	118
434	118
435	118
436	118
437	100
438	118
439	109
440	217
441	109
442	118
443	118
444	109
445	127
446	109
447	118
448	127
449	109
450	109
451	118
452	109
453	118
454	118
455	118
456	109
457	118
458	118
459	127
460	118
461	109
462	118
463	118
464	127
465	127
466	109
467	109
468	118
469	118
470	118
471	109
472	100
473	118
474	109
475	90
476	109
477	72
478	118
479	109
480	81
481	109
482	100
483	109
484	63
485	109
486	109
487	118
488	109
489	118
490	118
491	118
492	118
493	127
494	109
495	27
496	109
497	109
498	27
