Intensity
1	3
2	4
3	3
4	3
5	3
6	3
7	4
8	5
9	5
10	4
11	4
12	4
13	2
14	4
15	3
16	3
17	6
18	4
19	4
20	4
21	3
22	4
23	2
24	2
25	3
26	3
27	5
28	3
29	4
30	5
31	4
32	3
33	3
34	4
35	4
36	3
37	4
38	3
39	4
40	3
41	3
42	3
43	4
44	3
45	3
46	3
47	3
48	3
49	4
50	3
51	3
52	4
53	3
54	4
55	2
56	3
57	3
58	4
59	3
60	4
61	4
62	3
63	4
64	3
65	3
66	3
67	5
68	3
69	4
70	4
71	4
72	3
73	4
74	4
75	3
76	3
77	3
78	4
79	4
80	3
81	4
82	4
83	3
84	4
85	3
86	3
87	3
88	3
89	4
90	3
91	4
92	4
93	3
94	3
95	3
96	3
97	3
98	3
99	3
100	3
101	4
102	3
103	4
104	3
105	3
106	3
107	4
108	4
109	4
110	4
111	4
112	3
113	2
114	3
115	3
116	3
117	3
118	3
119	3
120	4
121	4
122	3
123	4
124	3
125	4
126	1
127	1
128	1
129	2
130	2
131	3
132	4
133	3
134	3
135	3
136	3
137	3
138	3
139	5
140	3
141	5
142	4
143	4
144	4
145	5
146	4
147	4
148	3
149	5
150	4
151	3
152	3
153	5
154	4
155	4
156	4
157	5
158	3
159	4
160	3
161	3
162	3
163	3
164	4
165	5
166	4
167	3
168	5
169	4
170	4
171	3
172	3
173	3
174	4
175	4
176	5
177	3
178	3
179	3
180	4
181	4
182	3
183	3
184	3
185	4
186	3
187	3
188	4
189	4
190	3
191	3
192	3
193	2
194	2
195	3
196	3
197	4
198	4
199	4
200	4
201	4
202	3
203	3
204	3
205	5
206	1
207	4
208	4
209	3
210	4
211	3
212	4
213	4
214	4
215	3
216	3
217	3
218	3
219	5
220	4
221	4
222	3
223	4
224	4
225	3
226	4
227	3
228	3
229	4
230	3
231	3
232	3
233	2
234	3
235	4
236	3
237	3
238	3
239	4
240	3
241	3
242	4
243	4
244	3
245	3
246	3
247	5
248	4
249	4
250	4
251	5
252	4
253	4
254	3
255	4
256	4
257	4
258	3
259	4
260	4
261	3
262	3
263	4
264	3
265	4
266	3
267	3
268	5
269	4
270	3
271	4
272	3
273	3
274	3
275	3
276	3
277	3
278	4
279	5
280	5
281	4
282	6
283	6
284	4
285	4
286	4
287	4
288	3
289	3
290	3
291	4
292	3
293	3
294	5
295	5
296	5
297	4
298	4
299	3
300	4
301	3
302	3
303	3
304	4
305	3
306	4
307	2
308	3
309	3
310	3
311	4
312	4
313	2
314	4
315	3
316	3
317	4
318	3
319	4
320	4
321	4
322	3
323	3
324	3
325	3
326	3
327	3
328	4
329	4
330	3
331	4
332	2
333	4
334	4
335	4
336	3
337	4
338	3
339	3
340	4
341	3
342	3
343	2
344	4
345	3
346	3
347	3
348	3
349	4
350	3
351	3
352	4
353	3
354	4
355	3
356	3
357	4
358	3
359	3
360	3
361	4
362	4
363	3
364	2
365	4
366	4
367	3
368	4
369	3
370	3
371	4
372	3
373	3
374	3
375	4
376	4
377	3
378	3
379	4
380	3
381	4
382	5
383	3
